INVOICE_ID;ORDER_ID;TAX_ID;ISSUE_DATE
207;207;22412684879;2024-09-05 00:00:00
208;208;80394273071;2024-09-05 00:00:00
209;209;95459774946;2024-09-05 00:00:00
210;210;67981388554;2024-09-05 00:00:00
211;211;25135121915;2024-09-05 00:00:00
212;212;60440730484;2024-09-05 00:00:00
213;213;94551587867;2024-09-05 00:00:00
214;214;57120295081;2024-09-05 00:00:00
215;215;31535568459;2024-09-05 00:00:00
216;216;99957715650;2024-09-05 00:00:00
217;217;63316861985;2024-09-05 00:00:00
218;218;04762847291;2024-09-05 00:00:00
219;219;99697827549;2024-09-05 00:00:00
220;220;17735965498;2024-09-05 00:00:00
221;221;06598934338;2024-09-05 00:00:00
222;222;82717714281;2024-09-05 00:00:00
223;223;13840084885;2024-09-05 00:00:00
224;224;51018698326;2024-09-05 00:00:00
225;225;86462925206;2024-09-05 00:00:00
226;226;82354963618;2024-09-05 00:00:00
227;227;33111400685;2024-09-05 00:00:00
228;228;90168638070;2024-09-05 00:00:00
229;229;54459075835;2024-09-05 00:00:00
230;230;28067454290;2024-09-05 00:00:00
231;231;49009765788;2024-09-05 00:00:00
232;232;05906885948;2024-09-05 00:00:00
233;233;59735194518;2024-09-05 00:00:00
234;234;37516282181;2024-09-05 00:00:00
235;235;70623476902;2024-09-05 00:00:00
236;236;57993545014;2024-09-05 00:00:00
237;237;72657775987;2024-09-05 00:00:00
238;238;81502880301;2024-09-05 00:00:00
239;239;23623518944;2024-09-05 00:00:00
240;240;23927072665;2024-09-05 00:00:00
241;241;79142729350;2024-09-05 00:00:00
242;242;41545409166;2024-09-05 00:00:00
243;243;48506321004;2024-09-05 00:00:00
244;244;56611070305;2024-09-05 00:00:00
245;245;21540036423;2024-09-05 00:00:00
246;246;54155098441;2024-09-05 00:00:00
247;247;64027707152;2024-09-05 00:00:00
248;248;83421067640;2024-09-05 00:00:00
249;249;81308781471;2024-09-05 00:00:00
250;250;56293942472;2024-09-05 00:00:00
251;251;15716975223;2024-09-05 00:00:00
252;252;58223082646;2024-09-05 00:00:00
253;253;12837020171;2024-09-05 00:00:00
254;254;29281269461;2024-09-05 00:00:00
255;255;44061732259;2024-09-05 00:00:00
256;256;75756584000;2024-09-05 00:00:00
257;257;04113555538;2024-09-05 00:00:00
258;258;09942368613;2024-09-05 00:00:00
259;259;98483989993;2024-09-05 00:00:00
260;260;65698254531;2024-09-05 00:00:00
261;261;87027696485;2024-09-05 00:00:00
262;262;10610146351;2024-09-05 00:00:00
263;263;40907840201;2024-09-05 00:00:00
264;264;68840432258;2024-09-05 00:00:00
265;265;30843263080;2024-09-05 00:00:00
266;266;11359515445;2024-09-05 00:00:00
267;267;32997358002;2024-09-05 00:00:00
268;268;85963957906;2024-09-05 00:00:00
269;269;04258097315;2024-09-05 00:00:00
270;270;52138842636;2024-09-05 00:00:00
271;271;43781378799;2024-09-05 00:00:00
272;272;05125331769;2024-09-05 00:00:00
273;273;38827561471;2024-09-05 00:00:00
274;274;90562118427;2024-09-05 00:00:00
275;275;93337282848;2024-09-05 00:00:00
276;276;60538667236;2024-09-05 00:00:00
277;277;39684617922;2024-09-05 00:00:00
278;278;45885693827;2024-09-05 00:00:00
279;279;49434456873;2024-09-05 00:00:00
280;280;25464668231;2024-09-05 00:00:00
281;281;04449324711;2024-09-05 00:00:00
282;282;11312625710;2024-09-05 00:00:00
283;283;87483271798;2024-09-05 00:00:00
284;284;71182533325;2024-09-05 00:00:00
285;285;33506425476;2024-09-05 00:00:00
286;286;53897115181;2024-09-05 00:00:00
287;287;76041025391;2024-09-05 00:00:00
288;288;10046730570;2024-09-05 00:00:00
289;289;33490722333;2024-09-05 00:00:00
290;290;94173312793;2024-09-05 00:00:00
291;291;05849709949;2024-09-05 00:00:00
292;292;94341161945;2024-09-05 00:00:00
293;293;91217648772;2024-09-05 00:00:00
294;294;64451695089;2024-09-05 00:00:00
295;295;09756158451;2024-09-05 00:00:00
296;296;53360041135;2024-09-05 00:00:00
297;297;50295977281;2024-09-05 00:00:00
298;298;76054986061;2024-09-05 00:00:00
299;299;21239606714;2024-09-05 00:00:00
300;300;34656593998;2024-09-05 00:00:00
301;301;96428892079;2024-09-05 00:00:00
302;302;01458449146;2024-09-05 00:00:00
303;303;49014613697;2024-09-05 00:00:00
304;304;84749751031;2024-09-05 00:00:00
305;305;58287117283;2024-09-05 00:00:00
306;306;92165595051;2024-09-05 00:00:00
307;307;17751013431;2024-09-05 00:00:00
308;308;48009755195;2024-09-05 00:00:00
309;309;22953427772;2024-09-05 00:00:00
310;310;11761746563;2024-09-05 00:00:00
311;311;16110750334;2024-09-05 00:00:00
312;312;36705345331;2024-09-05 00:00:00
313;313;60271829236;2024-09-05 00:00:00
314;314;86228972698;2024-09-05 00:00:00
315;315;75714477251;2024-09-05 00:00:00
316;316;98249019153;2024-09-05 00:00:00
317;317;39955126399;2024-09-05 00:00:00
318;318;20461656124;2024-09-05 00:00:00
319;319;70410212253;2024-09-05 00:00:00
320;320;75641124782;2024-09-05 00:00:00
321;321;45852825270;2024-09-05 00:00:00
322;322;34227798088;2024-09-05 00:00:00
323;323;82948560752;2024-09-05 00:00:00
324;324;13035181704;2024-09-05 00:00:00
325;325;63802809632;2024-09-05 00:00:00
326;326;07494978771;2024-09-05 00:00:00
327;327;68210011163;2024-09-05 00:00:00
328;328;78303445551;2024-09-05 00:00:00
329;329;39465947773;2024-09-05 00:00:00
330;330;23962414657;2024-09-05 00:00:00
331;331;20762113651;2024-09-05 00:00:00
332;332;25165870467;2024-09-05 00:00:00
333;333;82706212472;2024-09-05 00:00:00
334;334;26023389510;2024-09-05 00:00:00
335;335;56262108762;2024-09-05 00:00:00
336;336;82611682331;2024-09-05 00:00:00
337;337;67217414666;2024-09-05 00:00:00
338;338;52142270447;2024-09-05 00:00:00
339;339;29198596534;2024-09-05 00:00:00
340;340;04506203456;2024-09-05 00:00:00
341;341;72383791183;2024-09-05 00:00:00
342;342;78259414441;2024-09-05 00:00:00
343;343;00043410462;2024-09-05 00:00:00
344;344;98490134314;2024-09-05 00:00:00
345;345;56017003932;2024-09-05 00:00:00
346;346;53449845678;2024-09-05 00:00:00
347;347;02329353449;2024-09-05 00:00:00
348;348;89081803741;2024-09-05 00:00:00
349;349;96052248382;2024-09-05 00:00:00
350;350;58467458372;2024-09-05 00:00:00
351;351;07806590449;2024-09-05 00:00:00
352;352;98632658540;2024-09-05 00:00:00
353;353;04980406125;2024-09-05 00:00:00
354;354;18530110032;2024-09-05 00:00:00
355;355;27142316218;2024-09-05 00:00:00
356;356;40352215639;2024-09-05 00:00:00
357;357;22683747969;2024-09-05 00:00:00
358;358;36647213431;2024-09-05 00:00:00
359;359;65745031174;2024-09-05 00:00:00
360;360;43585940498;2024-09-05 00:00:00
361;361;08062801474;2024-09-05 00:00:00
362;362;07259260846;2024-09-05 00:00:00
363;363;80524067080;2024-09-05 00:00:00
364;364;42361205001;2024-09-05 00:00:00
365;365;79114613694;2024-09-05 00:00:00
366;366;29613447121;2024-09-05 00:00:00
367;367;49480250962;2024-09-05 00:00:00
368;368;06240954875;2024-09-05 00:00:00
369;369;49646913831;2024-09-05 00:00:00
370;370;74610451119;2024-09-05 00:00:00
371;371;04197779503;2024-09-05 00:00:00
372;372;23645561831;2024-09-05 00:00:00
373;373;55640623775;2024-09-05 00:00:00
374;374;67356342439;2024-09-05 00:00:00
375;375;47309570890;2024-09-05 00:00:00
376;376;51958180542;2024-09-05 00:00:00
377;377;33563428913;2024-09-05 00:00:00
378;378;12734810127;2024-09-05 00:00:00
379;379;23263505385;2024-09-05 00:00:00
380;380;11931185139;2024-09-05 00:00:00
381;381;66852069494;2024-09-05 00:00:00
382;382;78092590976;2024-09-05 00:00:00
383;383;38018983071;2024-09-05 00:00:00
384;384;29114870471;2024-09-05 00:00:00
385;385;74383117279;2024-09-05 00:00:00
386;386;29855973750;2024-09-05 00:00:00
387;387;17565107549;2024-09-05 00:00:00
388;388;28478350009;2024-09-05 00:00:00
389;389;92924174975;2024-09-05 00:00:00
390;390;21870050047;2024-09-05 00:00:00
391;391;04179352520;2024-09-05 00:00:00
392;392;60079421029;2024-09-05 00:00:00
393;393;86601271036;2024-09-05 00:00:00
394;394;78276745280;2024-09-05 00:00:00
395;395;74011684220;2024-09-05 00:00:00
396;396;75699930427;2024-09-05 00:00:00
397;397;74932446404;2024-09-05 00:00:00
398;398;13020443574;2024-09-05 00:00:00
399;399;53794052113;2024-09-05 00:00:00
400;400;59313301386;2024-09-05 00:00:00
401;401;38848224521;2024-09-05 00:00:00
402;402;20641947293;2024-09-05 00:00:00
403;403;53125720410;2024-09-05 00:00:00
404;404;18402523589;2024-09-05 00:00:00
405;405;04864397061;2024-09-05 00:00:00
406;406;94642188550;2024-09-05 00:00:00
407;407;85137498381;2024-09-05 00:00:00
408;408;84871490750;2024-09-05 00:00:00
409;409;84702977048;2024-09-05 00:00:00
410;410;42555064647;2024-09-05 00:00:00
411;411;01146819678;2024-09-05 00:00:00
412;412;93227196878;2024-09-05 00:00:00
413;413;82533018252;2024-09-05 00:00:00
414;414;10110392336;2024-09-05 00:00:00
415;415;92194072337;2024-09-05 00:00:00
416;416;23196234958;2024-09-05 00:00:00
417;417;81099833437;2024-09-05 00:00:00
418;418;59020489127;2024-09-05 00:00:00
419;419;06544470799;2024-09-05 00:00:00
420;420;55817218246;2024-09-05 00:00:00
421;421;33086731755;2024-09-05 00:00:00
422;422;18524337907;2024-09-05 00:00:00
423;423;43593965721;2024-09-05 00:00:00
424;424;78465581171;2024-09-05 00:00:00
425;425;57405036380;2024-09-05 00:00:00
426;426;59929314491;2024-09-05 00:00:00
427;427;21032528882;2024-09-05 00:00:00
428;428;38709962224;2024-09-05 00:00:00
429;429;69654188587;2024-09-05 00:00:00
430;430;07331829520;2024-09-05 00:00:00
431;431;11172284545;2024-09-05 00:00:00
432;432;72661697170;2024-09-05 00:00:00
433;433;56221847974;2024-09-05 00:00:00
434;434;13507781536;2024-09-05 00:00:00
435;435;51791477300;2024-09-05 00:00:00
436;436;39348967485;2024-09-05 00:00:00
437;437;10994179657;2024-09-05 00:00:00
438;438;39868586753;2024-09-05 00:00:00
439;439;73505341253;2024-09-05 00:00:00
440;440;59447033191;2024-09-05 00:00:00
441;441;06690278685;2024-09-05 00:00:00
442;442;99260602300;2024-09-05 00:00:00
443;443;33784487716;2024-09-05 00:00:00
444;444;23299114356;2024-09-05 00:00:00
445;445;65025050946;2024-09-05 00:00:00
446;446;20685083525;2024-09-05 00:00:00
447;447;15325298012;2024-09-05 00:00:00
448;448;78086815143;2024-09-05 00:00:00
449;449;77284651776;2024-09-05 00:00:00
450;450;91994577161;2024-09-05 00:00:00
451;451;43953757288;2024-09-05 00:00:00
452;452;56591425373;2024-09-05 00:00:00
453;453;15479804485;2024-09-05 00:00:00
454;454;84940886804;2024-09-05 00:00:00
455;455;94408988339;2024-09-05 00:00:00
456;456;13819929051;2024-09-05 00:00:00
457;457;49457537966;2024-09-05 00:00:00
458;458;57155179232;2024-09-05 00:00:00
459;459;37708670859;2024-09-05 00:00:00
460;460;03095350172;2024-09-05 00:00:00
461;461;63913319093;2024-09-05 00:00:00
462;462;05888039467;2024-09-05 00:00:00
463;463;27403455571;2024-09-05 00:00:00
464;464;15122051475;2024-09-05 00:00:00
465;465;00331173397;2024-09-05 00:00:00
466;466;12618231777;2024-09-05 00:00:00
467;467;81817871012;2024-09-05 00:00:00
468;468;45952011323;2024-09-05 00:00:00
469;469;88945141787;2024-09-05 00:00:00
470;470;32440680874;2024-09-05 00:00:00
471;471;24838636131;2024-09-05 00:00:00
472;472;80576972617;2024-09-05 00:00:00
473;473;25546090427;2024-09-05 00:00:00
474;474;34360447683;2024-09-05 00:00:00
475;475;60408620888;2024-09-05 00:00:00
476;476;96123529344;2024-09-05 00:00:00
477;477;99232437897;2024-09-05 00:00:00
478;478;32984559088;2024-09-05 00:00:00
479;479;04049074765;2024-09-05 00:00:00
480;480;64751751954;2024-09-05 00:00:00
481;481;23196187918;2024-09-05 00:00:00
482;482;65709781341;2024-09-05 00:00:00
483;483;35318623397;2024-09-05 00:00:00
484;484;96594486446;2024-09-05 00:00:00
485;485;85687621565;2024-09-05 00:00:00
486;486;20650354139;2024-09-05 00:00:00
487;487;53688128839;2024-09-05 00:00:00
488;488;96793694376;2024-09-05 00:00:00
489;489;87683086050;2024-09-05 00:00:00
490;490;59020671154;2024-09-05 00:00:00
491;491;57864014482;2024-09-05 00:00:00
492;492;57796735366;2024-09-05 00:00:00
493;493;86446148390;2024-09-05 00:00:00
494;494;67436814195;2024-09-05 00:00:00
495;495;57380603151;2024-09-05 00:00:00
496;496;06427900832;2024-09-05 00:00:00
497;497;69328735071;2024-09-05 00:00:00
498;498;53065542210;2024-09-05 00:00:00
499;499;80056642838;2024-09-05 00:00:00
500;500;72017563973;2024-09-05 00:00:00
501;501;43782703072;2024-09-05 00:00:00
502;502;95339951518;2024-09-05 00:00:00
503;503;60880179786;2024-09-05 00:00:00
504;504;65781983472;2024-09-05 00:00:00
505;505;95996282918;2024-09-05 00:00:00
506;506;23067747135;2024-09-05 00:00:00
507;507;62810116359;2024-09-05 00:00:00
508;508;21723744526;2024-09-05 00:00:00
509;509;65260369712;2024-09-05 00:00:00
510;510;59418172105;2024-09-05 00:00:00
511;511;30073050732;2024-09-05 00:00:00
512;512;05195195307;2024-09-05 00:00:00
513;513;40251033624;2024-09-05 00:00:00
514;514;54288985845;2024-09-05 00:00:00
515;515;39520276952;2024-09-05 00:00:00
516;516;91109016879;2024-09-05 00:00:00
517;517;81557917814;2024-09-05 00:00:00
518;518;32626466054;2024-09-05 00:00:00
519;519;12049992097;2024-09-05 00:00:00
520;520;64935648747;2024-09-05 00:00:00
521;521;62016250495;2024-09-05 00:00:00
522;522;44227734283;2024-09-05 00:00:00
523;523;71715904126;2024-09-05 00:00:00
524;524;38978020587;2024-09-05 00:00:00
525;525;75665661119;2024-09-05 00:00:00
526;526;08020415932;2024-09-05 00:00:00
527;527;70123432603;2024-09-05 00:00:00
528;528;98380986591;2024-09-05 00:00:00
529;529;99815819418;2024-09-05 00:00:00
530;530;30828594786;2024-09-05 00:00:00
531;531;01635119705;2024-09-05 00:00:00
532;532;91809307938;2024-09-05 00:00:00
533;533;34820727513;2024-09-05 00:00:00
534;534;42317928339;2024-09-05 00:00:00
535;535;95897978864;2024-09-05 00:00:00
536;536;50327968491;2024-09-05 00:00:00
537;537;46668556051;2024-09-05 00:00:00
538;538;37657342279;2024-09-05 00:00:00
539;539;34699943733;2024-09-05 00:00:00
540;540;11784490410;2024-09-05 00:00:00
541;541;56721058019;2024-09-05 00:00:00
542;542;79728767407;2024-09-05 00:00:00
543;543;70907898101;2024-09-05 00:00:00
544;544;00889443476;2024-09-05 00:00:00
545;545;68081980639;2024-09-05 00:00:00
546;546;12578961636;2024-09-05 00:00:00
547;547;24050292701;2024-09-05 00:00:00
548;548;38286251891;2024-09-05 00:00:00
549;549;16973594951;2024-09-05 00:00:00
550;550;91439718999;2024-09-05 00:00:00
551;551;26263309491;2024-09-05 00:00:00
552;552;13563137367;2024-09-05 00:00:00
553;553;36875909071;2024-09-05 00:00:00
554;554;45452972645;2024-09-05 00:00:00
555;555;88826704063;2024-09-05 00:00:00
556;556;58088876782;2024-09-05 00:00:00
557;557;63831696371;2024-09-05 00:00:00
558;558;63793253678;2024-09-05 00:00:00
559;559;74511061700;2024-09-05 00:00:00
560;560;42432348677;2024-09-05 00:00:00
561;561;33521953934;2024-09-05 00:00:00
562;562;22770191363;2024-09-05 00:00:00
563;563;58805279758;2024-09-05 00:00:00
564;564;80433427663;2024-09-05 00:00:00
565;565;35277827111;2024-09-05 00:00:00
566;566;04292133012;2024-09-05 00:00:00
567;567;93510424053;2024-09-05 00:00:00
568;568;35568880273;2024-09-05 00:00:00
569;569;86911721697;2024-09-05 00:00:00
570;570;61019040091;2024-09-05 00:00:00
571;571;66174264153;2024-09-05 00:00:00
572;572;10919340551;2024-09-05 00:00:00
573;573;90761432696;2024-09-05 00:00:00
574;574;29112023025;2024-09-05 00:00:00
575;575;93976122063;2024-09-05 00:00:00
576;576;19473104888;2024-09-05 00:00:00
577;577;68245805083;2024-09-05 00:00:00
578;578;77680037788;2024-09-05 00:00:00
579;579;83487652449;2024-09-05 00:00:00
580;580;75657033382;2024-09-05 00:00:00
581;581;46262440271;2024-09-05 00:00:00
582;582;11287841707;2024-09-05 00:00:00
583;583;85060040539;2024-09-05 00:00:00
584;584;84424764935;2024-09-05 00:00:00
585;585;98190764861;2024-09-05 00:00:00
586;586;58028006799;2024-09-05 00:00:00
587;587;55708575398;2024-09-05 00:00:00
588;588;70764900581;2024-09-05 00:00:00
589;589;11055211707;2024-09-05 00:00:00
590;590;63351539791;2024-09-05 00:00:00
591;591;52493660220;2024-09-05 00:00:00
592;592;62929749631;2024-09-05 00:00:00
593;593;78309401182;2024-09-05 00:00:00
594;594;67226606566;2024-09-05 00:00:00
595;595;22242300690;2024-09-05 00:00:00
596;596;68752933583;2024-09-05 00:00:00
597;597;61649764690;2024-09-05 00:00:00
598;598;57986868921;2024-09-05 00:00:00
599;599;32555246581;2024-09-05 00:00:00
600;600;62402883230;2024-09-05 00:00:00
601;601;75275042854;2024-09-05 00:00:00
602;602;09930568232;2024-09-05 00:00:00
603;603;49450678830;2024-09-05 00:00:00
604;604;32424305360;2024-09-05 00:00:00
605;605;13788013323;2024-09-05 00:00:00
606;606;87698913122;2024-09-05 00:00:00
607;607;08935281835;2024-09-05 00:00:00
608;608;73871125303;2024-09-05 00:00:00
609;609;33470258565;2024-09-05 00:00:00
610;610;73628735247;2024-09-05 00:00:00
611;611;31705285504;2024-09-05 00:00:00
612;612;24148520264;2024-09-05 00:00:00
613;613;52086749159;2024-09-05 00:00:00
614;614;46682333541;2024-09-05 00:00:00
615;615;45020274770;2024-09-05 00:00:00
616;616;39408960251;2024-09-05 00:00:00
617;617;46318520881;2024-09-05 00:00:00
618;618;27777795970;2024-09-05 00:00:00
619;619;10071047602;2024-09-05 00:00:00
620;620;09743519476;2024-09-05 00:00:00
621;621;80959272324;2024-09-05 00:00:00
622;622;61045304125;2024-09-05 00:00:00
623;623;14845223988;2024-09-05 00:00:00
624;624;87171201003;2024-09-05 00:00:00
625;625;77037187203;2024-09-05 00:00:00
626;626;87269538494;2024-09-05 00:00:00
627;627;83814831855;2024-09-05 00:00:00
628;628;17259629924;2024-09-05 00:00:00
629;629;33065107463;2024-09-05 00:00:00
630;630;70916604646;2024-09-05 00:00:00
631;631;33641131026;2024-09-05 00:00:00
632;632;55046501308;2024-09-05 00:00:00
633;633;80891573461;2024-09-05 00:00:00
