EMPLOYEE_ID;HOUSE_NUMBER;CITY;POSTAL_CODE;COUNTRY;STREET;LASTNAME;FORENAME;MIDDLE_NAME;BIRTH_DATE;SALARY;IBAN;TAX_CLASS;WORKING_SINCE;WAREHOUSE_ID;ROLE_ID
11;68584;West Teresa;36203;Hungary;Bridget Lane;Conley;Paul;Jennifer;1968-05-04 00:00:00;78883.0;GB39CXMB79850219889500;2;2023-01-10 12:57:43;2;8
12;655;Troytown;79346;Dominica;Mann Locks;Koch;Jason;Michelle;1981-10-31 00:00:00;65550.0;GB52MERG00939067585347;5;2024-08-12 01:22:02;2;3
13;3850;Barnesville;19970;Poland;Veronica Fields;Jones;Kayla;Robert;2001-02-21 00:00:00;44164.0;GB11BPFI51571648463937;3;2022-07-14 18:32:07;1;6
14;3947;Port Ginaland;47444;Malta;Matthew Ridges;Evans;Jose;Donna;1978-10-12 00:00:00;59242.0;GB43AASO86767715047962;1;2020-11-24 11:49:19;1;6
15;2745;Laurashire;82437;Kenya;Miranda Overpass;Young;Jared;Craig;1972-09-17 00:00:00;57124.0;GB80SIPW29991439936626;4;2023-03-24 04:58:25;1;10
16;19969;Michaelfort;45550;Zimbabwe;Barry Centers;Foster;Erik;Lindsay;1992-10-07 00:00:00;30235.0;GB19MUKK67546450312907;4;2021-11-02 12:54:33;2;2
17;584;West Chloe;88921;Burkina Faso;Zachary Ridge;Johnson;Tim;Cathy;1975-09-25 00:00:00;34706.0;GB79YQBD96792832524035;3;2021-05-16 19:14:38;1;2
18;0274;West Taylorstad;20771;Guernsey;Reed Circles;Stanley;Brooke;Justin;2005-09-03 00:00:00;64813.0;GB21OUBY39111201873319;3;2023-09-13 09:25:53;2;11
19;708;Lake Lawrence;40588;Qatar;Morse Junction;Nguyen;Michelle;Nicole;1971-01-16 00:00:00;64773.0;GB81IFYB03299861514803;1;2022-02-04 18:33:18;1;6
20;30271;Maloneborough;39954;Congo;Frank Groves;Cox;Corey;Nicholas;1989-11-08 00:00:00;58830.0;GB78VHZY17252611016958;3;2022-01-02 04:31:19;1;3
21;9957;Edwardbury;47036;Puerto Rico;Jacob Track;Huang;Holly;Beth;1971-04-29 00:00:00;46351.0;GB68PNVA69430194101388;5;2022-05-21 04:32:03;1;10
22;800;Davidfort;89305;Singapore;Navarro Forest;Mueller;Jose;Michael;1989-02-17 00:00:00;60784.0;GB22JZTZ21360852901326;5;2024-05-18 12:16:08;2;8
23;479;East Dennis;08387;Samoa;Michael Summit;Rodriguez;Tony;Matthew;2006-07-22 00:00:00;64239.0;GB96MMGT79890807995841;6;2021-08-11 06:53:40;1;11
24;235;Garciabury;29802;Venezuela;Green Trail;Perkins;Michael;Eric;1992-10-28 00:00:00;68840.0;GB19VBAL35768721113160;3;2020-04-17 13:26:28;1;5
25;318;New Robert;47046;Timor-Leste;Nelson Path;Smith;Deborah;Ryan;2002-05-12 00:00:00;70575.0;GB92VTIO92176735394209;6;2023-09-27 08:44:37;1;5
26;4681;Port Rachelville;48091;Chad;Day Fork;Gonzales;Charles;Eric;1986-08-21 00:00:00;39643.0;GB38DGEZ54536220744068;2;2024-03-04 09:44:01;1;2
27;3643;Randallview;49441;Kazakhstan;Myers Mews;Brewer;Colleen;Courtney;1975-06-16 00:00:00;66230.0;GB70PYPC95434103907051;4;2023-05-01 23:35:31;1;1
28;728;Port Timothy;11586;Gibraltar;James Causeway;Lutz;Jennifer;Michael;1971-09-19 00:00:00;72180.0;GB57HRVP75658838848184;6;2023-08-22 06:53:03;2;9
29;498;Dixonstad;95221;Haiti;Hayes Fork;Nelson;Michelle;Christine;1983-09-13 00:00:00;55884.0;GB33SLUI15648552934726;1;2023-10-18 16:56:00;2;3
30;5323;Bradleymouth;13862;Isle of Man;Glass Light;Hodges;Kristy;Andrew;2005-03-05 00:00:00;39447.0;GB12XMWJ86033648897637;5;2022-05-03 08:31:57;1;2
31;84825;West Bethanytown;87739;Angola;Jacob Summit;Moore;Laura;Mary;1962-05-29 00:00:00;45402.0;GB05RFUE04611956164238;6;2020-08-20 18:09:33;2;2
32;34571;Christinatown;60833;Falkland Islands (Malvinas);Mathew Coves;Gray;Edward;Robert;2005-09-23 00:00:00;61077.0;GB02JJBR67015241057674;4;2020-04-03 21:24:43;1;10
33;534;Lake Elizabeth;54277;Panama;Katherine Trace;Jackson;Patricia;Carol;1986-10-06 00:00:00;44267.0;GB95HEVU16640958491366;6;2022-08-09 03:49:21;2;6
34;4592;Pereztown;30154;Algeria;Mckay Green;Adams;Morgan;Howard;2005-11-01 00:00:00;56888.0;GB38CUTZ32800226260276;5;2022-02-19 05:35:54;2;3
35;285;North Jillstad;30717;Saint Martin;Kevin Cove;Allen;Donna;Amy;1993-06-10 00:00:00;51068.0;GB79DIUC84812351243667;2;2021-09-09 15:08:29;2;7
36;34066;South Jenniferport;16126;Samoa;Joseph Parks;Martin;Alex;John;1978-04-25 00:00:00;47974.0;GB78MBFZ02247647344040;5;2022-04-24 09:59:47;1;10
37;128;Meltonchester;60900;Armenia;Taylor Knolls;Bailey;Jesse;Danielle;1994-03-29 00:00:00;78939.0;GB92CTCG98467183110781;3;2023-03-18 20:53:48;1;11
38;250;Estradaborough;58545;Haiti;Simmons Inlet;Rodriguez;Stephanie;Matthew;1995-02-09 00:00:00;53208.0;GB74KKLQ64344211320321;1;2019-11-01 05:13:34;1;1
39;115;Tanyaport;55637;Isle of Man;Dustin Circles;Hull;Samuel;William;1959-11-03 00:00:00;73777.0;GB46BPVX95030655459483;5;2021-11-20 02:12:19;2;11
40;2511;Carrieberg;19380;Botswana;Melissa Inlet;Huang;Matthew;Robert;1993-01-05 00:00:00;49751.0;GB15VPTX57565418424661;3;2020-05-08 10:23:46;1;4
41;90885;Amymouth;24780;Sweden;Courtney Cove;Robinson;Jasmine;Jodi;1967-09-07 00:00:00;77060.0;GB63SHCI02403281647569;3;2020-07-15 08:39:50;2;8
42;964;Brockfort;79702;Jamaica;Gray River;Lewis;Cheyenne;Elizabeth;1990-01-25 00:00:00;56920.0;GB21RBOC04937657956106;4;2023-11-11 12:29:53;2;10
43;80273;Sheltonton;72585;Taiwan;Emily Ports;Ray;Edward;Maria;1991-08-12 00:00:00;75416.0;GB88DUGN97555978301781;4;2023-02-23 20:48:31;1;1
44;7738;Avilaburgh;85229;Israel;Robert Course;Willis;William;Jessica;1989-02-12 00:00:00;52472.0;GB68IAIH65570427556591;2;2022-10-26 12:14:24;1;10
45;6353;Lake Roger;60403;Jamaica;Jones Row;Stanley;James;Scott;1976-05-06 00:00:00;55731.0;GB34CTCG49011669938926;4;2021-08-31 23:19:26;1;10
46;8780;Thompsonside;73427;Papua New Guinea;Hernandez Inlet;Becker;Derek;Jessica;2002-02-17 00:00:00;84342.0;GB28OTWT55948884040592;1;2019-11-06 11:17:20;2;5
47;69001;Larryfort;53845;British Virgin Islands;Brown Cape;Ashley;Penny;Sierra;1980-12-03 00:00:00;70464.0;GB75KOXE38598447056453;3;2023-10-18 13:40:24;2;11
48;18346;West Pamelamouth;05544;Belize;Samantha Fords;King;Jason;Kimberly;1990-06-07 00:00:00;62815.0;GB86BDWJ88164795287043;4;2021-05-05 03:20:40;1;6
49;72620;North Catherinechester;75781;Greece;Jones Creek;Johnson;Aaron;Richard;1993-08-13 00:00:00;55692.0;GB76ITFO23339704983070;4;2021-08-27 21:08:30;1;9
50;617;Hawkinsburgh;51076;Cape Verde;Black Ridge;Jensen;Amy;Jessica;2000-02-05 00:00:00;68308.0;GB37HXKE30369918655103;3;2022-03-06 16:54:25;1;11
51;476;Erichaven;73992;Bangladesh;David Ports;Odom;Kiara;Sheila;1992-05-07 00:00:00;74866.0;GB14GBVR09883929419070;4;2020-02-15 22:34:56;1;9
52;6542;Michaelburgh;23535;Estonia;Christopher Mall;Villegas;Jonathon;Danielle;1980-11-28 00:00:00;69341.0;GB05XMAT98777075331101;3;2023-09-19 12:51:21;2;3
53;16484;Turnerview;48281;India;Samantha Walks;Frank;Devon;Michele;2003-02-05 00:00:00;57279.0;GB43CZEX29328082784390;1;2023-01-11 07:26:14;2;11
54;48028;Troyburgh;92808;Mauritania;Jones Mission;Young;David;Chad;1967-07-19 00:00:00;73396.0;GB87BUJV03624453094570;6;2021-12-11 08:56:58;1;4
55;419;West Gregoryburgh;06636;Colombia;Meyer Falls;Valencia;George;Clinton;1985-12-26 00:00:00;51115.0;GB82LSLA55269013349926;6;2022-05-12 17:25:01;1;11
56;4275;Lake Christopher;53577;Palestinian Territory;Amanda Valleys;Oliver;Barbara;Angela;2001-11-07 00:00:00;84518.0;GB40TOOV47999676621502;4;2022-04-26 14:56:17;2;5
57;028;Lake John;27148;Mauritania;Mary Fort;Lewis;Tammy;Mike;1980-09-15 00:00:00;78664.0;GB29XWWH48846932555162;1;2024-05-01 10:48:12;2;5
58;753;Lake Brandonborough;59239;Lebanon;Hamilton Grove;Lawson;Yvette;Dawn;1992-11-15 00:00:00;58289.0;GB02BZXG13130796150050;5;2023-05-07 20:02:04;2;3
59;611;North Edgar;77882;Venezuela;Oliver Stream;Wallace;Ian;Michael;1979-01-20 00:00:00;64994.0;GB31SUGT80543376993153;5;2022-05-18 15:48:27;2;6
60;2151;New Kristinafort;06800;Mongolia;Michelle Park;Atkinson;Courtney;David;1993-10-16 00:00:00;70680.0;GB57NTYC32010867354945;2;2024-01-02 17:03:04;1;9
61;761;Hamiltonland;25350;Sao Tome and Principe;Hamilton Junction;Green;Jaclyn;Scott;1999-12-19 00:00:00;51443.0;GB92OIKM20245963498546;3;2020-02-10 11:12:32;1;8
62;43906;Port Melindatown;46477;Belarus;West Fields;Nielsen;Kelsey;Kayla;1977-08-17 00:00:00;51276.0;GB92DDGX33235424158585;5;2022-08-04 11:34:29;2;8
63;4587;New Eric;88994;Syrian Arab Republic;Schultz Island;Hicks;Kara;Scott;1970-07-08 00:00:00;55403.0;GB77RZBY35607955611137;2;2020-01-27 01:14:26;2;4
64;4261;Gonzalezton;33160;Mauritius;Olson Heights;Garner;Taylor;John;1980-06-25 00:00:00;56495.0;GB08NGBG78385520584541;3;2023-07-30 13:50:43;1;7
65;5711;New Jacob;02523;Christmas Island;Garcia Forge;Green;Jimmy;Carl;1994-09-04 00:00:00;66742.0;GB72HDEJ00337969120191;6;2023-06-10 06:44:42;1;5
66;7534;Nelsonland;22265;Ireland;Lucas Plains;Murphy;Sara;Jerry;1982-03-27 00:00:00;49820.0;GB42VTHV37243062561271;2;2021-05-14 15:32:19;1;7
67;0761;Joshuabury;03771;Holy See (Vatican City State);Rivera Dale;Cook;Lance;Brian;1962-04-16 00:00:00;79918.0;GB69ILUU08169377048389;4;2021-06-08 20:57:17;2;11
68;5291;Reneeberg;58391;Myanmar;Erica Stream;Jackson;Destiny;William;1991-04-15 00:00:00;69898.0;GB31BPTL44403197520268;1;2020-09-17 03:33:11;2;10
69;1549;East Heather;79806;Bahamas;John Walk;Russell;Lisa;Katelyn;2006-05-30 00:00:00;30517.0;GB45TNKP76742131428827;2;2020-06-13 17:42:17;2;2
70;286;South Zacharyview;20479;Austria;Matthew Lights;Morgan;Mary;Timothy;1981-05-02 00:00:00;36445.0;GB81VAMF95589037846890;5;2022-03-19 04:02:12;2;2
71;23715;Alexanderland;61637;Afghanistan;Daniel Mill;Christian;Kristen;Tyler;1983-05-24 00:00:00;54621.0;GB09DSHS33884002129554;6;2022-07-06 06:56:18;1;6
72;1454;Lake Amychester;20744;Costa Rica;Benjamin Viaduct;Bryant;Courtney;Angela;1987-05-30 00:00:00;45861.0;GB98JWQX86782569865049;5;2021-02-13 14:55:16;1;2
73;980;East Lori;44395;Kuwait;Rodney Isle;Carter;Sierra;Joseph;1995-04-02 00:00:00;45890.0;GB41FKAT19749776180665;4;2022-11-23 06:05:28;1;3
74;405;West Matthew;74840;Mexico;Norris Shores;Robinson;David;Michael;2005-10-28 00:00:00;63488.0;GB08CXZZ27757249767123;3;2022-11-21 17:35:44;2;9
75;5826;North Ryanburgh;48389;Faroe Islands;Johnson Flats;Patel;Johnny;Tyler;1980-10-30 00:00:00;74432.0;GB90MYLA03387694103851;6;2023-04-05 14:42:21;1;11
76;9086;Lake Brianville;19358;Turks and Caicos Islands;Bradley Crossroad;Anderson;Robert;Gail;1963-12-05 00:00:00;58235.0;GB35LNUX23673584322275;5;2021-09-28 09:24:42;1;8
77;877;South Russellburgh;36786;Comoros;Moore Spring;Haynes;Billy;Megan;1998-01-27 00:00:00;64053.0;GB05FRCV38293945784673;4;2022-01-28 14:08:30;1;3
78;358;North Kathleenmouth;14155;Ireland;Bowman Forks;Robinson;Kim;Edward;1973-06-11 00:00:00;56938.0;GB32KIGU60948625318745;3;2024-02-06 09:05:00;2;9
79;68415;Darryltown;32967;Brunei Darussalam;Barbara Drive;Martinez;Steven;Kyle;2006-02-13 00:00:00;78276.0;GB55JPCG51674238123840;3;2023-11-25 12:53:36;1;8
80;043;Diazchester;75775;Seychelles;Gonzalez View;Lee;Robert;Corey;1997-03-17 00:00:00;62073.0;GB26UAMK19565128336135;1;2022-06-24 16:26:46;1;3
81;052;South Erinville;02634;Luxembourg;Christy Parkways;Everett;Logan;Daniel;1988-04-28 00:00:00;40392.0;GB54KDLD02310879286679;5;2023-05-17 12:28:32;2;6
82;276;North Karina;41311;Luxembourg;Holmes Ways;Morris;Alan;April;1974-02-05 00:00:00;69009.0;GB58RCOA46937622304887;1;2020-05-16 10:19:10;1;5
83;0473;Burkechester;26504;British Virgin Islands;Joanna Glen;Orr;Christopher;Carol;1971-01-14 00:00:00;63331.0;GB80LPKS49770234584850;3;2023-10-22 02:18:42;1;7
84;70810;Summerberg;56523;Turkmenistan;Flores Walks;Wells;Christopher;Traci;1967-12-22 00:00:00;61911.0;GB04ZCYW19526645550507;6;2020-06-23 06:24:01;2;7
85;57037;North Amyhaven;02133;Turks and Caicos Islands;Shah Ramp;Jenkins;James;Sean;1969-08-31 00:00:00;57549.0;GB32JWFA56714784542165;2;2023-01-23 09:12:02;1;10
86;819;South Adrian;77544;Algeria;Mullins Street;Hicks;Stephanie;Valerie;1969-03-08 00:00:00;70195.0;GB61GPWY72215940664342;1;2020-09-27 18:50:14;1;9
87;5868;East Cindyland;35834;Thailand;Johnson Lock;Mullen;Phillip;Melissa;1980-08-09 00:00:00;55850.0;GB69DKVN26093446448031;5;2024-02-11 11:43:00;1;4
88;7763;Powellton;73695;French Guiana;Christopher Turnpike;Porter;Kristen;Alexandra;1973-11-24 00:00:00;48163.0;GB22VYCL41345890751536;2;2023-07-02 18:33:13;1;6
89;397;Ronaldview;93767;Nepal;Gamble Port;Stewart;Michael;Joshua;1967-03-21 00:00:00;61749.0;GB68UALR28503876974677;5;2022-08-01 10:09:54;1;8
90;1786;Danielside;37553;Azerbaijan;Hawkins Canyon;Walker;Eugene;Jeremy;2006-08-25 00:00:00;67072.0;GB64PPZA76129021590598;5;2023-11-06 18:34:54;1;5
91;1091;Port Juan;58711;Ethiopia;Delgado Islands;Lloyd;Gary;Marissa;1995-09-08 00:00:00;57363.0;GB96CECF98160478318270;6;2020-01-12 21:43:33;2;5
92;2210;Port Eugene;16833;Algeria;Byrd Valley;Terry;Keith;Susan;1975-10-19 00:00:00;68459.0;GB14DVQC24157404793313;3;2021-02-23 19:55:44;2;10
93;399;Bryanthaven;03922;Philippines;Felicia Groves;Hicks;Vanessa;Ashley;1969-01-21 00:00:00;60800.0;GB25JURA85744201947167;6;2024-01-07 06:18:40;2;9
94;675;Lake Gregoryfurt;16791;Morocco;Gonzalez Haven;Frank;Kimberly;Daniel;1984-08-15 00:00:00;72038.0;GB82WAVF42712074314381;3;2022-07-24 06:57:13;1;5
95;5892;Brentmouth;41466;Turkmenistan;Mitchell Brooks;Hernandez;Kristen;Scott;1974-09-03 00:00:00;40652.0;GB90JAJD46302272824368;2;2023-07-02 19:14:38;2;3
96;0815;East Robertberg;22166;Iraq;Todd Way;Campos;Jason;Kayla;1982-11-24 00:00:00;32725.0;GB81SLVL81515536005938;5;2022-10-07 23:55:03;2;2
97;3812;Joneston;24266;Sweden;Morris Knolls;Johnson;Sheila;Melinda;1982-02-17 00:00:00;63828.0;GB89KDRL25851209324539;6;2023-12-13 17:46:19;2;11
98;01236;New Wendyfort;97864;Vanuatu;Brenda Forks;Williams;Christine;Connie;1984-06-06 00:00:00;30881.0;GB04ZSBS27549012884596;2;2024-01-13 12:22:23;1;2
99;48309;Joshuaton;09713;Hong Kong;Hudson Loaf;Moore;Timothy;Crystal;2001-05-23 00:00:00;68443.0;GB10ZKGU14208891359292;2;2021-10-06 15:07:58;2;3
100;7406;West Aaron;81778;Serbia;Kaitlyn Overpass;Mosley;Loretta;William;2002-04-25 00:00:00;56967.0;GB24ZLOG42208646858045;1;2021-08-31 16:33:12;1;11
