CUSTOMER_ID;STREET;HOUSE_NUMBER;POSTAL_CODE;CITY;MIDDLE_NAME;LASTNAME;IBAN;BIRTH_DATE;CREATED_ON;EMAIL;COUNTRY;FORENAME
49;Rathausstraße;20;26188;Edewecht;;Schwarz;;1980-10-11 00:00:00;;oliver.schwarz@ibs-ol.de;Germany;Oliver
50;Marienplatz;8;80331;München;;JÃ¤ger;;1987-07-30 00:00:00;;franziska.jaeger@ibs-ol.de;Germany;Franziska
51;Römerberg;23;60313;Frankfurt;;MÃ¶ller;;1967-11-25 00:00:00;;leonard.moeller@ibs-ol.de;Germany;Leonard
52;Roonstraße;15;26121;Oldenburg;;Lehmann;;2010-03-08 00:00:00;;theresa.lehmann@ibs-ol.de;Germany;Theresa
53;Auguststraße;31;26123;Oldenburg;;Sauer;;1981-04-02 00:00:00;;matthias.sauer@ibs-ol.de;Germany;Matthias
54;Donnerschweer Straße;81;26125;Oldenburg;;Roth;;1998-01-16 00:00:00;;lisamarie.roth@ibs-ol.de;Germany;Lisa-Marie
55;Bremer Heerstraße;100;26127;Oldenburg;;Mayer;;1979-08-07 00:00:00;;jan.mayer@ibs-ol.de;Germany;Jan
56;Nadorster Straße;112;26129;Oldenburg;;Huber;;2000-10-20 00:00:00;;victoria.huber@ibs-ol.de;Germany;Victoria
57;Haareneschstraße;25;26121;Oldenburg;;Peters;;1982-12-15 00:00:00;;simon.peters@ibs-ol.de;Germany;Simon
58;Baumstraße;7;26123;Oldenburg;;Scholz;;1995-09-11 00:00:00;;nadine.scholz@ibs-ol.de;Germany;Nadine
59;Eichenstraße;19;26125;Oldenburg;;Reuter;;1957-05-19 00:00:00;;johannes.reuter@ibs-ol.de;Germany;Johannes
60;Brookweg;33;26127;Oldenburg;;Braun;;1980-06-25 00:00:00;;anja.braun@ibs-ol.de;Germany;Anja
61;Alexanderstraße;44;26129;Oldenburg;;Jung;;1974-11-30 00:00:00;;eric.jung@ibs-ol.de;Germany;Eric
62;Elmendorfer Straße;27;26160;Bad Zwischenahn;;Fuchs;;1986-02-22 00:00:00;;maria.fuchs@ibs-ol.de;Germany;Maria
63;Raiffeisenstraße;14;26180;Rastede;;Stein;;1999-03-05 00:00:00;;patrick.stein@ibs-ol.de;Germany;Patrick
64;Hundsmühler Straße;38;26203;Wardenburg;;Vogt;;1994-07-13 00:00:00;;carolin.vogt@ibs-ol.de;Germany;Carolin
65;Oldenburger Straße;21;26215;Wiefelstede;;KÃ¼hn;;1969-10-21 00:00:00;;florian.kuehn@ibs-ol.de;Germany;Florian
66;Hauptstraße;55;26188;Edewecht;;Pohl;;1991-12-18 00:00:00;;eva.pohl@ibs-ol.de;Germany;Eva
67;Schildergasse;114;50667;Köln;;Arnold;;1985-01-01 00:00:00;;christopher.arnold@ibs-ol.de;Germany;Christopher
68;Königsallee;28;40213;Düsseldorf;;Schwarz;;1989-05-27 00:00:00;;katharina.schwarz@ibs-ol.de;Germany;Katharina
69;Bahnhofstraße;23;26121;Oldenburg;;Haas;;1960-08-16 00:00:00;;ralf.haas@ibs-ol.de;Germany;Ralf
70;Markt;7;26123;Oldenburg;;Lorenz;;2004-09-04 00:00:00;;jessica.lorenz@ibs-ol.de;Germany;Jessica
71;Lappan;4;26125;Oldenburg;;Winter;;1954-11-24 00:00:00;;robert.winter@ibs-ol.de;Germany;Robert
72;Hopfenstraße;12;26127;Oldenburg;;Berg;;1971-07-20 00:00:00;;sandra.berg@ibs-ol.de;Germany;Sandra
73;Friedlandstraße;39;26129;Oldenburg;;Seitz;;1978-03-01 00:00:00;;markus.seitz@ibs-ol.de;Germany;Markus
74;Stautorstraße;8;26121;Oldenburg;;GÃ¶tz;;1993-04-07 00:00:00;;tanja.goetz@ibs-ol.de;Germany;Tanja
75;Kleine Kirchstraße;2;26123;Oldenburg;;Lang;;1980-10-14 00:00:00;;dirk.lang@ibs-ol.de;Germany;Dirk
76;Lindhooper Straße;17;26125;Oldenburg;;Witt;;1996-09-12 00:00:00;;antonia.witt@ibs-ol.de;Germany;Antonia
77;Brüderstraße;5;26127;Oldenburg;;Schulze;;1977-01-28 00:00:00;;rene.schulze@ibs-ol.de;Germany;Rene
78;Schützenweg;30;26129;Oldenburg;;Huber;;1997-12-31 00:00:00;;ines.huber@ibs-ol.de;Germany;Ines
79;Zum Rosenteich;3;26160;Bad Zwischenahn;;Schmidt;;1972-11-04 00:00:00;;thomas.schmidt@ibs-ol.de;Germany;Thomas
80;Feldbreite;19;26180;Rastede;;Voigt;;1981-05-22 00:00:00;;kathrin.voigt@ibs-ol.de;Germany;Kathrin
81;Patenbergsweg;6;26203;Wardenburg;;Hahn;;1965-03-07 00:00:00;;michael.hahn@ibs-ol.de;Germany;Michael
82;Bremerstraße;11;26215;Wiefelstede;;Ludwig;;1982-08-29 00:00:00;;sabine.ludwig@ibs-ol.de;Germany;Sabine
83;Oldenburger Straße;42;26188;Edewecht;;Friedrich;;1983-07-15 00:00:00;;sebastian.friedrich@ibs-ol.de;Germany;Sebastian
84;Königstraße;1b;70173;Stuttgart;;Neumann;;1999-10-03 00:00:00;;julia.neumann@ibs-ol.de;Germany;Julia
85;Prager Straße;15;01067;Dresden;;Stein;;1951-02-10 00:00:00;;timo.stein@ibs-ol.de;Germany;Timo
86;Heiligengeiststraße;10;26121;Oldenburg;;Hoffmann;;1992-12-06 00:00:00;;rebecca.hoffmann@ibs-ol.de;Germany;Rebecca
87;Lange Straße;49;26123;Oldenburg;;Scholz;;1966-01-29 00:00:00;;juergen.scholz@ibs-ol.de;Germany;JÃ¼rgen
88;Ammergaustraße;22;26125;Oldenburg;;Hartmann;;2001-02-14 00:00:00;;stefanie.hartmann@ibs-ol.de;Germany;Stefanie
89;Alexanderstraße;65;26127;Oldenburg;;Meier;;1958-03-31 00:00:00;;tobias.meier@ibs-ol.de;Germany;Tobias
90;Butjadinger Straße;14;26129;Oldenburg;;Schmidt;;1986-07-25 00:00:00;;andrea.schmidt@ibs-ol.de;Germany;Andrea
91;Mozartstraße;7;26121;Oldenburg;;Jung;;1970-09-06 00:00:00;;manuel.jung@ibs-ol.de;Germany;Manuel
92;Bachstraße;19;26123;Oldenburg;;Hoffmann;;2002-11-30 00:00:00;;isabel.hoffmann@ibs-ol.de;Germany;Isabel
93;Beethovenstraße;31;26125;Oldenburg;;Keller;;1950-06-11 00:00:00;;christian.keller@ibs-ol.de;Germany;Christian
94;Schubertstraße;8;26127;Oldenburg;;Weber;;1991-04-19 00:00:00;;veronika.weber@ibs-ol.de;Germany;Veronika
95;Händelstraße;25;26129;Oldenburg;;Zimmermann;;1964-01-25 00:00:00;;andreas.zimmermann@ibs-ol.de;Germany;Andreas
96;Gartenweg;12;26160;Bad Zwischenahn;;Becker;;1983-09-21 00:00:00;;sarah.becker@ibs-ol.de;Germany;Sarah
97;Feldstraße;5;26180;Rastede;;Roth;;1973-12-13 00:00:00;;christopher.roth@ibs-ol.de;Germany;Christopher
98;Brookdamm;17;26203;Wardenburg;;Koch;;1994-08-09 00:00:00;;katja.koch@ibs-ol.de;Germany;Katja
99;Dohlenweg;9;26215;Wiefelstede;;Sauer;;1962-02-04 00:00:00;;frank.sauer@ibs-ol.de;Germany;Frank
100;Industriestraße;28;26188;Edewecht;;Bach;;2000-06-15 00:00:00;;annalena.bach@ibs-ol.de;Germany;Anna-Lena
